material,plant,demand_date,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,line_index
8075179-08,MC10,02/08/21,SchAgr,6,8,,18551914,177,12
8075179-08,MC10,02/08/21,DepReq,-1,7,PLT1,,177,13
8075179-08,MC10,02/08/21,SchAgr,12,17,,18551914,177,14
8075179-08,MC10,02/08/21,SchAgr,3,4,,18551914,177,19
8075179-08,MC10,02/08/21,SchAgr,6,8,,18551914,177,20
8075179-08,MC10,02/08/21,DepReq,-1,7,PLT1,,177,21
8075179-08,MC10,02/10/21,IndReq,-3,14,,,177,15
8075179-08,MC10,02/11/21,SchAgr,12,19,,18551914,177,14
8075179-08,MC10,02/11/21,DepReq,-1,18,PLT1,,177,15
8075179-08,MC10,02/11/21,SchAgr,12,26,,18551914,177,16
8075179-08,MC10,02/11/21,IndReq,-3,23,,,177,17
8075179-08,MC10,02/11/21,SchAgr,15,19,,18551914,177,20
8075179-08,MC10,02/11/21,DepReq,-1,18,PLT1,,177,21
8075179-08,MC10,02/11/21,SchAgr,12,19,,18551914,177,22
8075179-08,MC10,02/12/21,DepReq,-1,17,PLT1,,177,16
8075179-08,MC10,02/12/21,DepReq,-1,16,PLT1,,177,17
8075179-08,MC10,02/12/21,IndReq,-2,21,,,177,18
8075179-08,MC10,02/12/21,DepReq,-1,15,PLT1,,177,18
8075179-08,MC10,02/12/21,DepReq,-1,17,PLT1,,177,22
8075179-08,MC10,02/13/21,IndReq,-2,19,,,177,19
8075179-08,MC10,02/13/21,DepReq,-1,14,PLT1,,177,19
8075179-08,MC10,02/13/21,DepReq,-1,13,PLT1,,177,20
8075179-08,MC10,02/13/21,IndReq,-1,18,,,177,23
8075179-08,MC10,02/15/21,SchAgr,12,31,,18551914,177,20
8075179-08,MC10,02/15/21,IndReq,-7,24,,,177,21
8075179-08,MC10,02/15/21,SchAgr,3,16,,18551914,177,21
8075179-08,MC10,02/15/21,SchAgr,6,23,,18551914,177,23
8075179-08,MC10,02/15/21,IndReq,-2,21,,,177,24
8075179-08,MC10,02/15/21,SchAgr,9,27,,18551914,177,24
8075179-08,MC10,02/15/21,IndReq,-4,23,,,177,25
8075179-08,MC10,02/16/21,IndReq,-7,17,,,177,22
8075179-08,MC10,02/16/21,IndReq,-2,14,,,177,22
8075179-08,MC10,02/16/21,IndReq,-4,17,,,177,25
8075179-08,MC10,02/16/21,IndReq,-2,21,,,177,26
8075179-08,MC10,02/17/21,IndReq,-2,12,,,177,23
8075179-08,MC10,02/17/21,IndReq,-4,13,,,177,23
8075179-08,MC10,02/17/21,IndReq,-5,12,,,177,26
8075179-08,MC10,02/17/21,IndReq,-6,15,,,177,27
8075179-08,MC10,02/18/21,SchAgr,12,25,,18551914,177,24
8075179-08,MC10,02/18/21,SchAgr,15,27,,18551914,177,24
8075179-08,MC10,02/18/21,IndReq,-7,20,,,177,25
8075179-08,MC10,02/18/21,IndReq,-2,23,,,177,25
8075179-08,MC10,02/18/21,SchAgr,9,21,,18551914,177,27
8075179-08,MC10,02/18/21,IndReq,-5,16,,,177,28
8075179-08,MC10,02/18/21,SchAgr,12,27,,18551914,177,28
8075179-08,MC10,02/18/21,IndReq,-4,23,,,177,29
8075179-08,MC10,02/19/21,IndReq,-4,19,,,177,26
8075179-08,MC10,02/19/21,IndReq,-1,22,,,177,30
8075179-08,MC10,02/20/21,IndReq,-5,14,,,177,27
8075179-08,MC10,02/20/21,IndReq,-2,14,,,177,29
8075179-08,MC10,02/20/21,IndReq,-6,16,,,177,31
8075179-08,MC10,02/22/21,SchAgr,3,23,,18551914,177,26
8075179-08,MC10,02/22/21,IndReq,-4,19,,,177,27
8075179-08,MC10,02/22/21,IndReq,-3,11,,,177,28
8075179-08,MC10,02/22/21,SchAgr,3,17,,18551914,177,30
8075179-08,MC10,02/22/21,IndReq,-3,14,,,177,31
8075179-08,MC10,02/22/21,SchAgr,3,19,,18551914,177,32
8075179-08,MC10,02/22/21,IndReq,-3,16,,,177,33
8075179-08,MC10,02/23/21,IndReq,-2,17,,,177,28
8075179-08,MC10,02/23/21,IndReq,-4,7,,,177,29
8075179-08,MC10,02/23/21,IndReq,-1,13,,,177,32
8075179-08,MC10,02/23/21,IndReq,-4,12,,,177,34
8075179-08,MC10,02/24/21,IndReq,-7,10,,,177,29
8075179-08,MC10,02/24/21,IndReq,-3,4,,,177,30
8075179-08,MC10,02/24/21,IndReq,-3,10,,,177,33
8075179-08,MC10,02/24/21,IndReq,-2,10,,,177,35
8075179-08,MC10,02/25/21,SchAgr,3,13,,18551914,177,30
8075179-08,MC10,02/25/21,IndReq,-5,8,,,177,31
8075179-08,MC10,02/25/21,SchAgr,3,7,,18551914,177,31
8075179-08,MC10,02/25/21,IndReq,-4,3,,,177,32
8075179-08,MC10,02/25/21,SchAgr,3,13,,18551914,177,34
8075179-08,MC10,02/25/21,IndReq,-6,7,,,177,35
8075179-08,MC10,02/25/21,IndReq,-6,4,,,177,36
8075179-08,MC10,02/26/21,IndReq,-2,6,,,177,32
8075179-08,MC10,02/26/21,IndReq,-1,6,,,177,36
8075179-08,MC10,02/26/21,IndReq,-3,1,,,177,37
8075179-08,MC10,02/27/21,IndReq,-3,3,,,177,33
8075179-08,MC10,02/27/21,IndReq,-2,4,,,177,37
8075179-08,MC10,03/01/21,SchAgr,6,9,,18551914,177,33
8075179-08,MC10,03/01/21,SchAgr,9,12,,18551914,177,34
8075179-08,MC10,03/01/21,SchAgr,9,10,,18551914,177,38
8075179-08,MC10,03/01/21,SchAgr,9,13,,18551914,177,38
8075179-08,MC10,03/01/21,IndReq,-1,12,,,177,39
8075179-08,MC10,03/02/21,IndReq,-1,11,,,177,40
8075179-08,MC10,03/03/21,IndReq,-2,10,,,177,35
8075179-08,MC10,03/04/21,SchAgr,3,12,,18551914,177,34
8075179-08,MC10,03/04/21,IndReq,-2,10,,,177,35
8075179-08,MC10,03/04/21,SchAgr,12,22,,18551914,177,36
8075179-08,MC10,03/04/21,IndReq,-1,21,,,177,37
8075179-08,MC10,03/04/21,SchAgr,3,13,,18551914,177,39
8075179-08,MC10,03/04/21,IndReq,-1,12,,,177,40
8075179-08,MC10,03/04/21,SchAgr,9,20,,18551914,177,41
8075179-08,MC10,03/04/21,IndReq,-1,19,,,177,42
8075179-08,MC10,03/05/21,IndReq,-2,8,,,177,36
8075179-08,MC10,03/05/21,IndReq,-2,19,,,177,38
8075179-08,MC10,03/05/21,IndReq,-1,11,,,177,41
8075179-08,MC10,03/05/21,IndReq,-2,17,,,177,43
8075179-08,MC10,03/06/21,IndReq,-3,5,,,177,37
8075179-08,MC10,03/06/21,IndReq,-3,16,,,177,39
8075179-08,MC10,03/06/21,IndReq,-4,7,,,177,42
8075179-08,MC10,03/06/21,IndReq,-2,15,,,177,44
8075179-08,MC10,03/08/21,SchAgr,3,8,,18551914,177,38
8075179-08,MC10,03/08/21,IndReq,-1,7,,,177,39
8075179-08,MC10,03/08/21,DepReq,-1,6,PLT1,,177,40
8075179-08,MC10,03/08/21,SchAgr,6,22,,18551914,177,40
8075179-08,MC10,03/08/21,DepReq,-1,21,PLT1,,177,41
8075179-08,MC10,03/08/21,DepReq,-1,5,PLT1,,177,41
8075179-08,MC10,03/08/21,DepReq,-1,20,PLT1,,177,42
8075179-08,MC10,03/08/21,SchAgr,3,10,,18551914,177,43
8075179-08,MC10,03/08/21,IndReq,-1,9,,,177,44
8075179-08,MC10,03/08/21,DepReq,-1,8,PLT1,,177,45
8075179-08,MC10,03/08/21,SchAgr,9,24,,18551914,177,45
8075179-08,MC10,03/08/21,DepReq,-1,7,PLT1,,177,46
8075179-08,MC10,03/08/21,IndReq,-2,22,,,177,46
8075179-08,MC10,03/08/21,DepReq,-1,21,PLT1,,177,47
8075179-08,MC10,03/08/21,DepReq,-1,20,PLT1,,177,48
8075179-08,MC10,03/09/21,IndReq,-2,3,,,177,42
8075179-08,MC10,03/09/21,IndReq,-3,17,,,177,43
8075179-08,MC10,03/09/21,IndReq,-1,6,,,177,47
8075179-08,MC10,03/09/21,IndReq,-3,17,,,177,49
8075179-08,MC10,03/10/21,IndReq,-5,12,,,177,44
8075179-08,MC10,03/10/21,IndReq,-2,4,,,177,48
8075179-08,MC10,03/10/21,IndReq,-3,14,,,177,50
8075179-08,MC10,03/11/21,SchAgr,6,9,,18551914,177,43
8075179-08,MC10,03/11/21,SchAgr,6,18,,18551914,177,45
8075179-08,MC10,03/11/21,IndReq,-4,14,,,177,46
8075179-08,MC10,03/11/21,SchAgr,3,7,,18551914,177,49
8075179-08,MC10,03/11/21,SchAgr,6,20,,18551914,177,51
8075179-08,MC10,03/11/21,IndReq,-5,15,,,177,52
8075179-08,MC10,03/12/21,IndReq,-3,6,,,177,44
8075179-08,MC10,03/12/21,IndReq,-2,12,,,177,47
8075179-08,MC10,03/12/21,IndReq,-2,13,,,177,53
8075179-08,MC10,03/13/21,IndReq,-3,9,,,177,48
8075179-08,MC10,03/13/21,IndReq,-3,4,,,177,50
8075179-08,MC10,03/13/21,IndReq,-4,9,,,177,54
8075179-08,MC10,03/15/21,SchAgr,6,12,,18551914,177,45
8075179-08,MC10,03/15/21,SchAgr,9,18,,18551914,177,49
8075179-08,MC10,03/15/21,IndReq,-2,16,,,177,50
8075179-08,MC10,03/15/21,SchAgr,9,13,,18551914,177,51
8075179-08,MC10,03/15/21,SchAgr,9,18,,18551914,177,55
8075179-08,MC10,03/15/21,IndReq,-2,16,,,177,56
8075179-08,MC10,03/16/21,IndReq,-2,10,,,177,46
8075179-08,MC10,03/16/21,IndReq,-2,14,,,177,51
8075179-08,MC10,03/17/21,IndReq,-1,9,,,177,47
8075179-08,MC10,03/17/21,IndReq,-3,11,,,177,52
8075179-08,MC10,03/17/21,IndReq,-2,11,,,177,52
8075179-08,MC10,03/17/21,IndReq,-4,12,,,177,57
8075179-08,MC10,03/18/21,SchAgr,9,18,,18551914,177,48
8075179-08,MC10,03/18/21,IndReq,-3,15,,,177,49
8075179-08,MC10,03/18/21,SchAgr,6,17,,18551914,177,53
8075179-08,MC10,03/18/21,SchAgr,6,17,,18551914,177,53
8075179-08,MC10,03/18/21,IndReq,-1,16,,,177,54
8075179-08,MC10,03/18/21,IndReq,-1,16,,,177,54
8075179-08,MC10,03/18/21,SchAgr,6,18,,18551914,177,58
8075179-08,MC10,03/18/21,IndReq,-2,16,,,177,59
8075179-08,MC10,03/19/21,IndReq,-4,11,,,177,50
8075179-08,MC10,03/19/21,IndReq,-4,12,,,177,55
8075179-08,MC10,03/19/21,IndReq,-3,13,,,177,55
8075179-08,MC10,03/19/21,IndReq,-4,12,,,177,60
8075179-08,MC10,03/20/21,IndReq,-1,10,,,177,51
8075179-08,MC10,03/20/21,IndReq,-3,9,,,177,56
8075179-08,MC10,03/20/21,IndReq,-4,9,,,177,56
8075179-08,MC10,03/20/21,IndReq,-1,11,,,177,61
8075179-08,MC10,03/22/21,SchAgr,3,13,,18551914,177,52
8075179-08,MC10,03/22/21,IndReq,-2,11,,,177,53
8075179-08,MC10,03/22/21,SchAgr,6,15,,18551914,177,57
8075179-08,MC10,03/22/21,SchAgr,15,24,,18551914,177,57
8075179-08,MC10,03/22/21,IndReq,-2,22,,,177,58
8075179-08,MC10,03/22/21,IndReq,-1,14,,,177,58
8075179-08,MC10,03/22/21,SchAgr,15,26,,18551914,177,62
8075179-08,MC10,03/22/21,IndReq,-4,22,,,177,63
8075179-08,MC10,03/23/21,IndReq,-2,12,,,177,59
8075179-08,MC10,03/24/21,Stock,9,9,,,177,1
8075179-08,MC10,03/24/21,SafeSt,-3,6,,,177,2
8075179-08,MC10,03/24/21,DepReq,-2,4,PLT1,,177,3
8075179-08,MC10,03/24/21,IndReq,-3,8,,,177,54
8075179-08,MC10,03/24/21,IndReq,-2,20,,,177,59
8075179-08,MC10,03/24/21,IndReq,-2,10,,,177,60
8075179-08,MC10,03/24/21,IndReq,-3,19,,,177,64
8075179-08,MC10,03/25/21,ShipNt,3,7,,18551914,177,4
8075179-08,MC10,03/25/21,DepReq,-1,6,PLT1,,177,5
8075179-08,MC10,03/25/21,SchAgr,3,11,,18551914,177,55
8075179-08,MC10,03/25/21,IndReq,-4,7,,,177,56
8075179-08,MC10,03/25/21,SchAgr,9,29,,18551914,177,60
8075179-08,MC10,03/25/21,SchAgr,3,13,,18551914,177,61
8075179-08,MC10,03/25/21,IndReq,-4,25,,,177,61
8075179-08,MC10,03/25/21,IndReq,-2,11,,,177,62
8075179-08,MC10,03/25/21,SchAgr,9,28,,18551914,177,65
8075179-08,MC10,03/25/21,IndReq,-2,26,,,177,66
8075179-08,MC10,03/26/21,Stock,9,9,,,177,1
8075179-08,MC10,03/26/21,SafeSt,-3,6,,,177,2
8075179-08,MC10,03/26/21,IndReq,-1,6,,,177,57
8075179-08,MC10,03/26/21,IndReq,-6,19,,,177,62
8075179-08,MC10,03/26/21,IndReq,-3,8,,,177,63
8075179-08,MC10,03/26/21,IndReq,-4,22,,,177,67
8075179-08,MC10,03/27/21,DepReq,-1,5,PLT1,,177,3
8075179-08,MC10,03/27/21,DepReq,-1,5,PLT1,,177,6
8075179-08,MC10,03/27/21,IndReq,-2,4,,,177,58
8075179-08,MC10,03/27/21,IndReq,-7,12,,,177,63
8075179-08,MC10,03/27/21,IndReq,-2,6,,,177,64
8075179-08,MC10,03/27/21,IndReq,-9,13,,,177,68
8075179-08,MC10,03/29/21,Stock,8,8,,,177,1
8075179-08,MC10,03/29/21,SafeSt,-3,5,,,177,2
8075179-08,MC10,03/29/21,DepReq,-1,4,PLT1,,177,3
8075179-08,MC10,03/29/21,DepReq,-1,4,PLT1,,177,4
8075179-08,MC10,03/29/21,DepReq,-1,4,PLT1,,177,7
8075179-08,MC10,03/29/21,SchAgr,3,7,,18551914,177,59
8075179-08,MC10,03/29/21,IndReq,-3,9,,,177,64
8075179-08,MC10,03/29/21,SchAgr,3,9,,18551914,177,65
8075179-08,MC10,03/29/21,IndReq,-1,8,,,177,66
8075179-08,MC10,03/29/21,IndReq,-4,9,,,177,69
8075179-08,MC10,03/30/21,Stock,7,7,,,177,1
8075179-08,MC10,03/30/21,SafeSt,-3,4,,,177,2
8075179-08,MC10,03/30/21,IndReq,-2,5,,,177,60
8075179-08,MC10,03/30/21,IndReq,-1,8,,,177,65
8075179-08,MC10,03/30/21,IndReq,-2,6,,,177,67
8075179-08,MC10,03/30/21,IndReq,-1,8,,,177,70
8075179-08,MC10,03/31/21,Stock,7,7,,,177,1
8075179-08,MC10,03/31/21,SafeSt,-3,4,,,177,2
8075179-08,MC10,03/31/21,DepReq,-1,3,PLT1,,177,3
8075179-08,MC10,03/31/21,DepReq,-1,3,PLT1,,177,3
8075179-08,MC10,03/31/21,DepReq,-1,3,PLT1,,177,4
8075179-08,MC10,03/31/21,DepReq,-1,3,PLT1,,177,5
8075179-08,MC10,03/31/21,DepReq,-1,3,PLT1,,177,8
8075179-08,MC10,03/31/21,IndReq,-2,6,,,177,66
8075179-08,MC10,03/31/21,IndReq,-2,6,,,177,71
8075179-08,MC10,04/01/21,Stock,9,9,,,177,1
8075179-08,MC10,04/01/21,SafeSt,-3,6,,,177,2
8075179-08,MC10,04/01/21,SchAgr,3,6,,18551914,177,4
8075179-08,MC10,04/01/21,ShipNt,3,6,,18551914,177,4
8075179-08,MC10,04/01/21,SchAgr,3,6,,18551914,177,5
8075179-08,MC10,04/01/21,----->,0,3,,,177,6
8075179-08,MC10,04/01/21,SchAgr,3,6,,18551914,177,7
8075179-08,MC10,04/01/21,----->,0,3,,,177,9
8075179-08,MC10,04/01/21,IndReq,-2,3,,,177,61
8075179-08,MC10,04/01/21,SchAgr,3,9,,18551914,177,67
8075179-08,MC10,04/01/21,IndReq,-2,4,,,177,68
8075179-08,MC10,04/01/21,IndReq,-4,5,,,177,68
8075179-08,MC10,04/01/21,SchAgr,3,9,,18551914,177,72
8075179-08,MC10,04/01/21,IndReq,-4,5,,,177,73
8075179-08,MC10,04/05/21,SchAgr,3,9,,18551914,177,3
8075179-08,MC10,04/05/21,DepReq,-1,8,PLT1,,177,4
8075179-08,MC10,04/05/21,SchAgr,3,9,,18551914,177,5
8075179-08,MC10,04/05/21,SchAgr,3,9,,18551914,177,5
8075179-08,MC10,04/05/21,DepReq,-1,8,PLT1,,177,6
8075179-08,MC10,04/05/21,SchAgr,3,9,,18551914,177,6
8075179-08,MC10,04/05/21,DepReq,-1,8,PLT1,,177,6
8075179-08,MC10,04/05/21,DepReq,-1,8,PLT1,,177,7
8075179-08,MC10,04/05/21,SchAgr,3,9,,18551914,177,8
8075179-08,MC10,04/05/21,SchAgr,6,9,,18551914,177,10
8075179-08,MC10,04/05/21,SchAgr,3,6,,18551914,177,62
8075179-08,MC10,04/05/21,IndReq,-1,5,,,177,63
8075179-08,MC10,04/05/21,SchAgr,3,8,,18551914,177,69
8075179-08,MC10,04/05/21,SchAgr,3,7,,18551914,177,69
8075179-08,MC10,04/05/21,IndReq,-1,6,,,177,70
8075179-08,MC10,04/05/21,IndReq,-2,6,,,177,70
8075179-08,MC10,04/05/21,SchAgr,3,8,,18551914,177,74
8075179-08,MC10,04/05/21,IndReq,-2,6,,,177,75
8075179-08,MC10,04/06/21,Stock,11,11,,,177,1
8075179-08,MC10,04/06/21,SafeSt,-3,8,,,177,2
8075179-08,MC10,04/06/21,DepReq,-1,8,PLT1,,177,9
8075179-08,MC10,04/06/21,DepReq,-1,8,PLT1,,177,11
8075179-08,MC10,04/06/21,IndReq,-1,4,,,177,64
8075179-08,MC10,04/06/21,IndReq,-1,5,,,177,71
8075179-08,MC10,04/07/21,Stock,11,11,,,177,1
8075179-08,MC10,04/07/21,SafeSt,-3,8,,,177,2
8075179-08,MC10,04/07/21,DepReq,-3,5,PLT1,,177,3
8075179-08,MC10,04/07/21,DepReq,-3,5,PLT1,,177,3
8075179-08,MC10,04/07/21,DepReq,-3,5,PLT1,,177,5
8075179-08,MC10,04/07/21,DepReq,-3,5,PLT1,,177,7
8075179-08,MC10,04/07/21,DepReq,-3,5,PLT1,,177,7
8075179-08,MC10,04/07/21,DepReq,-3,5,PLT1,,177,8
8075179-08,MC10,04/07/21,DepReq,-3,5,PLT1,,177,10
8075179-08,MC10,04/07/21,IndReq,-1,7,,,177,12
8075179-08,MC10,04/07/21,IndReq,-1,3,,,177,65
8075179-08,MC10,04/07/21,IndReq,-1,4,,,177,72
8075179-08,MC10,04/08/21,Stock,8,8,,,177,1
8075179-08,MC10,04/08/21,SafeSt,-3,5,,,177,2
8075179-08,MC10,04/08/21,ShipNt,3,8,,18551914,177,3
8075179-08,MC10,04/08/21,ShipNt,3,8,,18551914,177,4
8075179-08,MC10,04/08/21,SchAgr,3,8,,18551914,177,4
8075179-08,MC10,04/08/21,DepReq,-1,7,PLT1,,177,5
8075179-08,MC10,04/08/21,DepReq,-1,7,PLT1,,177,5
8075179-08,MC10,04/08/21,SchAgr,3,8,,18551914,177,6
8075179-08,MC10,04/08/21,DepReq,-2,6,PLT1,,177,7
8075179-08,MC10,04/08/21,----->,0,5,,,177,8
8075179-08,MC10,04/08/21,----->,0,5,,,177,8
8075179-08,MC10,04/08/21,SchAgr,3,8,,18551914,177,9
8075179-08,MC10,04/08/21,SchAgr,3,8,,18551914,177,9
8075179-08,MC10,04/08/21,----->,0,5,,,177,9
8075179-08,MC10,04/08/21,SchAgr,3,8,,18551914,177,10
8075179-08,MC10,04/08/21,DepReq,-1,7,PLT1,,177,10
8075179-08,MC10,04/08/21,DepReq,-1,7,PLT1,,177,10
8075179-08,MC10,04/08/21,DepReq,-1,7,PLT1,,177,11
8075179-08,MC10,04/08/21,SchAgr,9,14,,18551914,177,11
8075179-08,MC10,04/08/21,DepReq,-1,13,PLT1,,177,12
8075179-08,MC10,04/08/21,SchAgr,9,16,,18551914,177,13
8075179-08,MC10,04/08/21,IndReq,-1,15,,,177,14
8075179-08,MC10,04/08/21,SchAgr,3,6,,18551914,177,66
8075179-08,MC10,04/08/21,IndReq,-1,5,,,177,67
8075179-08,MC10,04/08/21,SchAgr,3,9,,18551914,177,71
8075179-08,MC10,04/08/21,IndReq,-2,7,,,177,72
8075179-08,MC10,04/08/21,SchAgr,3,7,,18551914,177,73
8075179-08,MC10,04/08/21,IndReq,-1,6,,,177,74
8075179-08,MC10,04/08/21,SchAgr,3,9,,18551914,177,76
8075179-08,MC10,04/08/21,IndReq,-2,7,,,177,77
8075179-08,MC10,04/09/21,Stock,11,11,,,177,1
8075179-08,MC10,04/09/21,SafeSt,-3,8,,,177,2
8075179-08,MC10,04/09/21,DepReq,-2,6,PLT1,,177,3
8075179-08,MC10,04/09/21,DepReq,-2,6,PLT1,,177,4
8075179-08,MC10,04/09/21,DepReq,-1,6,PLT1,,177,6
8075179-08,MC10,04/09/21,DepReq,-1,6,PLT1,,177,6
8075179-08,MC10,04/09/21,DepReq,-1,6,PLT1,,177,11
8075179-08,MC10,04/09/21,DepReq,-1,6,PLT1,,177,11
8075179-08,MC10,04/09/21,DepReq,-1,6,PLT1,,177,12
8075179-08,MC10,04/09/21,DepReq,-1,12,PLT1,,177,13
8075179-08,MC10,04/09/21,IndReq,-1,14,,,177,15
8075179-08,MC10,04/09/21,IndReq,-2,5,,,177,73
8075179-08,MC10,04/09/21,IndReq,-2,5,,,177,78
8075179-08,MC10,04/10/21,DepReq,-2,4,PLT1,,177,4
8075179-08,MC10,04/10/21,DepReq,-2,4,PLT1,,177,5
8075179-08,MC10,04/10/21,DepReq,-2,4,PLT1,,177,7
8075179-08,MC10,04/10/21,DepReq,-2,4,PLT1,,177,7
8075179-08,MC10,04/10/21,DepReq,-2,4,PLT1,,177,8
8075179-08,MC10,04/10/21,DepReq,-2,4,PLT1,,177,12
8075179-08,MC10,04/10/21,DepReq,-2,4,PLT1,,177,12
8075179-08,MC10,04/10/21,DepReq,-2,4,PLT1,,177,13
8075179-08,MC10,04/10/21,IndReq,-2,12,,,177,16
8075179-08,MC10,04/10/21,IndReq,-1,4,,,177,68
8075179-08,MC10,04/10/21,IndReq,-1,5,,,177,75
8075179-08,MC10,04/12/21,Stock,7,7,,,177,1
8075179-08,MC10,04/12/21,SafeSt,-3,4,,,177,2
8075179-08,MC10,04/12/21,ShipNt,9,13,,18551914,177,3
8075179-08,MC10,04/12/21,ShipNt,9,13,,18551914,177,5
8075179-08,MC10,04/12/21,SchAgr,3,7,,18551914,177,6
8075179-08,MC10,04/12/21,SchAgr,6,13,,18551914,177,7
8075179-08,MC10,04/12/21,SchAgr,3,7,,18551914,177,8
8075179-08,MC10,04/12/21,----->,0,4,,,177,8
8075179-08,MC10,04/12/21,----->,0,4,,,177,9
8075179-08,MC10,04/12/21,SchAgr,3,7,,18551914,177,9
8075179-08,MC10,04/12/21,SchAgr,6,13,,18551914,177,9
8075179-08,MC10,04/12/21,SchAgr,6,13,,18551914,177,10
8075179-08,MC10,04/12/21,SchAgr,15,19,,18551914,177,10
